order_date,order_id,order_line,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2014-01-22T00:00:00Z,1118,8,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,9,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,10,4,2880,11520,Habit 4,Mountain,Trail,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,11,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,12,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,13,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,14,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,15,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,16,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,17,2,1680,3360,CAAD12 105,Road,Elite Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,18,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,19,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,20,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,21,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,22,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,23,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,24,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-22T00:00:00Z,1118,25,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Philadelphia Bike Shop,Philadelphia,PA
2014-01-24T00:00:00Z,1119,1,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,2,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,3,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,4,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,5,4,1570,6280,Synapse Disc 105,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,6,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,7,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,8,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,9,1,815,815,Trail 5,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,10,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,11,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,12,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,13,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,14,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,15,2,1950,3900,Slice 105,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,16,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,17,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,18,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,19,7,4260,29820,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-24T00:00:00Z,1119,20,2,2660,5320,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-01-28T00:00:00Z,1120,1,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-28T00:00:00Z,1120,2,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-28T00:00:00Z,1120,3,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,1,3,8200,24600,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,2,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,3,1,9060,9060,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,4,1,980,980,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,5,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,6,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,7,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,8,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,9,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,10,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,11,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,12,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,13,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,14,2,2240,4480,Supersix Evo 105,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,15,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,16,3,3200,9600,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,17,2,4800,9600,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,18,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,19,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,20,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,21,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,22,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,23,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,24,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,25,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,26,2,6390,12780,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,27,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,28,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,29,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-01-29T00:00:00Z,1121,30,4,3940,15760,Supersix Evo Red,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,1,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,2,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,3,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,4,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,5,5,5330,26650,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,6,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,7,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,8,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,9,3,980,2940,Trail 4,Mountain,Sport,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,10,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,11,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1122,12,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-03T00:00:00Z,1123,1,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,2,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,3,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,4,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,5,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,6,1,7e3,7e3,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,7,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,8,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,9,2,4800,9600,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,10,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-03T00:00:00Z,1123,11,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Louisville Race Equipment,Louisville,KY
2014-02-04T00:00:00Z,1124,1,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,New York Cycles,New York,NY
2014-02-10T00:00:00Z,1125,1,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Philadelphia Bike Shop,Philadelphia,PA
2014-02-11T00:00:00Z,1126,1,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1126,2,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1126,3,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1126,4,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1126,5,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1126,6,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Miami Race Equipment,Miami,FL
2014-02-11T00:00:00Z,1127,1,2,1410,2820,CAAD8 105,Road,Elite Road,Aluminum,Portland Bi-peds,Portland,OR
2014-02-11T00:00:00Z,1127,2,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2014-02-11T00:00:00Z,1127,3,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Portland Bi-peds,Portland,OR
2014-02-12T00:00:00Z,1128,1,1,4260,4260,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-02-12T00:00:00Z,1129,1,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,2,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,3,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,4,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,5,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,6,1,1960,1960,SuperX 105,Road,Cyclocross,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,7,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,8,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,9,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,10,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,11,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1129,12,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Cincinnati Speed,Cincinnati,OH
2014-02-12T00:00:00Z,1130,1,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,2,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,3,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,4,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,5,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,6,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,7,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,8,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,9,2,2240,4480,Synapse Carbon 105,Road,Endurance Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,10,2,3940,7880,Supersix Evo Red,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,11,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,12,1,12790,12790,Supersix Evo Black Inc.,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,13,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,14,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,15,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,16,2,6390,12780,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,17,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,18,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,19,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Indianapolis Velocipedes,Indianapolis,IN
2014-02-12T00:00:00Z,1130,20,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Indianapolis Velocipedes,Indianapolis,IN
2014-02-13T00:00:00Z,1131,1,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Oklahoma City Race Equipment,Oklahoma City,OK
2014-02-13T00:00:00Z,1132,1,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-13T00:00:00Z,1132,2,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-13T00:00:00Z,1132,3,1,6390,6390,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1133,1,8,2770,22160,Beast of the East 1,Mountain,Trail,Aluminum,Oklahoma City Race Equipment,Oklahoma City,OK
2014-02-14T00:00:00Z,1134,1,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,2,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,3,2,3730,7460,Fat CAAD1,Mountain,Fat Bike,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,4,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,5,1,1080,1080,Trail 3,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,6,2,9060,18120,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,7,2,3840,7680,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,8,1,5330,5330,Scalpel-Si Carbon 3,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,9,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,10,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,11,2,6390,12780,F-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,12,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,13,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,14,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,15,1,12250,12250,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,16,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,17,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,18,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,19,1,3200,3200,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,20,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,21,1,6390,6390,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,22,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,23,1,10660,10660,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,24,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,25,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,26,1,4260,4260,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,27,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,28,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,29,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1134,30,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-02-14T00:00:00Z,1135,1,2,1620,3240,Beast of the East 3,Mountain,Trail,Aluminum,Kansas City 29ers,Kansas City,KS
2014-02-18T00:00:00Z,1136,1,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,1136,2,1,815,815,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,1136,3,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,1136,4,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-02-18T00:00:00Z,1136,5,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-02-19T00:00:00Z,1137,1,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,1137,2,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,1137,3,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,San Francisco Cruisers,San Francisco,CA
2014-02-19T00:00:00Z,1137,4,1,4800,4800,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,San Francisco Cruisers,San Francisco,CA
