customerID,tenure,Contract,gender,Churn
0428-AXXLJ,25,One year,Male,No
2746-DIJLO,41,One year,Female,No
5955-ERIHD,18,Month-to-month,Male,Yes
0917-EZOLA,72,Two year,Male,Yes
3508-VLHCZ,71,Two year,Female,No
4086-ATNFV,34,One year,Female,No
0468-YRPXN,29,Month-to-month,Male,No
5996-NRVXR,40,One year,Male,No
3739-YBWAB,36,One year,Male,No
7047-FWEYA,46,One year,Female,No
2000-MPKCA,58,One year,Female,No
9762-YAQAA,39,One year,Male,No
5949-EBSQK,4,Month-to-month,Male,Yes
5473-KHBPS,52,One year,Female,No
0100-DUVFC,70,One year,Male,No
5397-TUPSH,65,One year,Male,No
8950-MTZNV,1,Month-to-month,Male,No
0326-VDYXE,70,One year,Female,No
6773-LQTVT,29,Month-to-month,Female,No
7274-RTAPZ,1,Month-to-month,Male,Yes
0436-TWFFZ,67,Two year,Female,No
8566-YPRGL,1,Month-to-month,Female,No
0311-UNPFF,26,Month-to-month,Female,Yes
6609-MXJHJ,30,Two year,Female,No
2669-OIDSD,48,Month-to-month,Female,No
8400-WZICQ,55,Month-to-month,Female,No
3834-XUIFC,7,Month-to-month,Male,Yes
9576-SYUHJ,37,Month-to-month,Male,No
0410-IPFTY,31,Month-to-month,Female,No
2831-EBWRN,4,Month-to-month,Male,No
9430-NKQLY,72,Two year,Male,No
8414-MYSHR,5,Month-to-month,Male,Yes
0247-SLUJI,1,Month-to-month,Male,No
9402-ORRAH,15,Month-to-month,Female,No
6483-OATDN,8,Month-to-month,Male,No
1293-HHSHJ,35,One year,Female,No
4840-ORQXB,56,Month-to-month,Female,No
7599-FKVXZ,42,Month-to-month,Male,Yes
3982-DQLUS,65,Month-to-month,Male,No
8610-ZIKJJ,2,One year,Female,No
3756-VNWDH,65,One year,Male,No
7801-KICAO,18,Month-to-month,Female,No
7673-LPRNY,23,One year,Female,No
8229-TNIQA,4,Month-to-month,Female,Yes
6060-QBMGV,70,Two year,Male,No
7339-POGZN,4,Month-to-month,Female,No
2828-SLQPF,19,Month-to-month,Male,No
4465-VDKIQ,18,Month-to-month,Female,No
2921-XWDJH,38,Month-to-month,Female,No
6221-AVQYL,2,Month-to-month,Male,Yes
2558-BUOZZ,47,One year,Male,No
9257-AZMTZ,52,Two year,Female,No
0003-MKNFE,9,Month-to-month,Male,No
0975-UYDTX,26,One year,Female,No
7743-EXURX,8,Month-to-month,Male,Yes
4682-BLBUC,44,One year,Male,No
0975-VOOVL,3,Month-to-month,Female,No
5968-VXZLG,2,Month-to-month,Male,No
5569-KGJHX,9,Month-to-month,Female,Yes
4988-IQIGL,1,Month-to-month,Male,Yes
5201-FRKKS,25,Month-to-month,Male,No
9799-CAYJJ,2,Month-to-month,Female,No
7730-IUTDZ,43,Month-to-month,Male,Yes
0426-TIRNE,1,Month-to-month,Female,Yes
5443-SCMKX,58,One year,Female,No
8295-KMENE,59,Two year,Female,No
6738-ISCBM,44,One year,Male,No
9821-BESNZ,66,One year,Male,No
3678-MNGZX,68,Two year,Male,No
1335-NTIUC,9,Month-to-month,Male,No
2916-BQZLN,19,Month-to-month,Male,No
4558-CGYCZ,4,Month-to-month,Male,No
2368-GAKKQ,70,Two year,Female,No
8710-YGLWG,1,Month-to-month,Male,No
3199-XGZCY,8,Month-to-month,Female,No
3785-KTYSH,53,Two year,Male,No
6814-ZPWFQ,51,One year,Male,No
4063-EIKNQ,11,Month-to-month,Male,No
6993-YCOBK,60,Two year,Male,No
5206-HPJKM,17,Month-to-month,Male,No
7587-RZNME,3,Month-to-month,Male,Yes
0748-RDGGM,70,One year,Male,Yes
8393-JMVMB,1,Month-to-month,Male,No
5019-GQVCR,43,Month-to-month,Male,No
6036-TTFYU,16,Month-to-month,Female,No
2550-AEVRU,57,One year,Female,No
0969-RGKCU,37,One year,Male,No
0378-CJKPV,72,Two year,Female,No
4706-AXVKM,11,Month-to-month,Female,Yes
5889-JTMUL,50,Month-to-month,Female,Yes
9026-RNUJS,5,Month-to-month,Male,Yes
3746-EUBYR,1,Month-to-month,Male,Yes
2332-EFBJY,16,Month-to-month,Male,Yes
2880-FPNAE,2,Month-to-month,Male,No
1703-MGIAB,17,Month-to-month,Female,No
4311-QTTAI,16,One year,Female,No
9474-PHLYD,15,Month-to-month,Female,Yes
4318-RAJVY,10,One year,Female,No
2165-VOEGB,46,One year,Female,Yes
3612-YUNGG,64,Two year,Male,No
2254-DLXRI,1,Month-to-month,Female,No
5062-CJJKH,25,One year,Male,No
9028-LIHRP,71,Two year,Male,No
2219-MVUSO,8,Month-to-month,Male,Yes
1053-MXTTK,72,Two year,Female,No
1530-ZTDOZ,49,Month-to-month,Female,No
1301-LOPVR,29,One year,Male,No
0853-TWRVK,72,Two year,Male,No
8914-RBTSB,31,Month-to-month,Male,Yes
6212-ATMLK,50,Month-to-month,Female,No
8200-LGKSR,71,Two year,Male,No
1568-BEKZM,70,Two year,Male,No
0670-ANMUU,71,One year,Male,No
6897-RWMUB,61,Two year,Male,No
0963-ZBDRN,32,Month-to-month,Male,Yes
7594-RQHXR,1,Month-to-month,Female,Yes
6999-CHVCF,68,Two year,Male,No
6134-KWTBV,62,Two year,Male,No
1077-HUUJM,7,Month-to-month,Female,No
6331-EWIEB,20,Month-to-month,Male,Yes
0895-LNKRC,6,One year,Male,No
2045-BMBTJ,33,Month-to-month,Female,No
8417-GSODA,28,One year,Male,No
5171-EPLKN,27,Two year,Male,No
4452-QIIEB,7,Month-to-month,Male,No
5998-VVEJY,26,Month-to-month,Male,Yes
1624-NALOJ,5,Month-to-month,Male,Yes
6741-EGCBI,30,Month-to-month,Male,No
7820-ZYGNY,63,One year,Male,No
4317-VTEOA,1,Month-to-month,Male,Yes
9677-AVKED,53,One year,Female,No
1670-SVOWZ,14,Month-to-month,Female,Yes
2227-JRSJX,21,Month-to-month,Female,No
9847-HNVGP,17,One year,Male,No
6696-YDAYZ,16,Two year,Male,No
8980-WQFWL,35,Month-to-month,Female,No
1730-ZMAME,32,Month-to-month,Female,No
6506-EYCNH,28,Month-to-month,Female,No
4634-JLRJT,1,Month-to-month,Female,No
9501-UKKNL,59,Month-to-month,Male,No
2560-QTSBS,72,One year,Female,No
7541-YLXCL,36,One year,Male,Yes
4795-WRNVT,40,Month-to-month,Female,No
6080-TCMYC,40,Month-to-month,Male,No
0260-ZDLGK,9,Month-to-month,Female,Yes
7860-UXCRM,63,Two year,Male,No
6357-JJPQT,3,Month-to-month,Female,No
2292-XQWSV,40,One year,Male,No
9552-TGUZV,8,Month-to-month,Male,No
5913-INRQV,34,One year,Male,No
8722-NGNBH,5,Month-to-month,Male,Yes
6210-KBBPI,9,Month-to-month,Male,Yes
9643-YBLUR,9,Month-to-month,Male,No
8734-FNWVH,31,Month-to-month,Male,No
9447-YPTBX,50,One year,Female,No
0133-BMFZO,2,Month-to-month,Female,Yes
6128-CZOMY,1,Month-to-month,Female,Yes
9540-JYROE,8,Month-to-month,Male,Yes
9026-LHEVG,9,Month-to-month,Female,No
2260-USTRB,2,Month-to-month,Female,Yes
3656-TKRVZ,3,Month-to-month,Female,Yes
7011-CVEUC,25,Month-to-month,Male,No
6185-TASNN,1,Month-to-month,Male,No
7925-PNRGI,45,Month-to-month,Female,No
8623-TMRBY,51,Month-to-month,Male,Yes
1552-CZCLL,55,Month-to-month,Female,No
3038-PQIUY,38,Month-to-month,Female,No
1501-SGHBW,2,Month-to-month,Male,Yes
9313-CDOGY,38,Month-to-month,Male,No
8148-BPLZQ,34,Month-to-month,Male,No
2623-DRYAM,70,One year,Female,No
9987-LUTYD,13,One year,Female,No
3208-YPIOE,39,Month-to-month,Male,Yes
4488-KQFDT,61,One year,Female,No
2612-RANWT,12,Month-to-month,Female,Yes
5693-PIPCS,41,Two year,Male,No
0491-KAPQG,21,Month-to-month,Male,No
1925-LFCZZ,55,One year,Male,No
8039-EQPIM,69,Two year,Male,No
6900-PXRMS,26,Month-to-month,Male,Yes
8707-RMEZH,69,One year,Female,No
3346-BRMIS,18,Month-to-month,Female,Yes
3209-ZPKFI,47,Month-to-month,Male,No
6479-VDGRK,72,Two year,Female,No
9373-WSLOY,33,Month-to-month,Male,No
2933-FILNV,2,Month-to-month,Female,Yes
3569-JFODW,72,Two year,Female,No
9819-FBNSV,37,Month-to-month,Male,No
9544-PYPSJ,62,Month-to-month,Female,No
1591-XWLGB,71,Two year,Female,No
0396-UKGAI,23,Month-to-month,Male,No
3243-ZHOHY,16,One year,Female,No
5186-EJEGL,9,Month-to-month,Male,No
7527-QNRUS,17,Two year,Male,No
9986-BONCE,4,Month-to-month,Female,Yes
2722-JMONI,1,Month-to-month,Female,Yes
2203-GHNWN,24,Month-to-month,Female,No
3878-AVSOQ,1,Month-to-month,Female,No
3258-SYSWS,72,Two year,Male,No
5296-PSYVW,72,Two year,Female,No
6319-QSUSR,11,Month-to-month,Female,No
4083-EUGRJ,9,Month-to-month,Male,Yes
7579-OOPEC,2,Month-to-month,Female,Yes
0512-FLFDW,60,One year,Female,No
1771-OADNZ,29,Month-to-month,Male,Yes
0487-CRLZF,49,Two year,Female,No
2107-FBPTK,30,Month-to-month,Female,No
9451-WLYRI,53,One year,Female,No
8219-VYBVI,39,Two year,Male,No
1991-VOPLL,9,Month-to-month,Female,No
9738-QLWTP,39,One year,Male,No
1016-DJTSV,8,Month-to-month,Male,No
9419-IPPBE,51,One year,Female,No
0174-QRVVY,71,Two year,Male,No
5699-BNCAS,71,Two year,Male,No
2900-PHPLN,70,Two year,Female,No
0612-RTZZA,1,Month-to-month,Female,Yes
8106-GWQOK,38,Two year,Male,No
8751-EDEKA,28,Month-to-month,Female,No
6878-GGDWG,32,Month-to-month,Female,No
4039-PIMHX,49,Two year,Male,No
8450-LUGUK,37,Two year,Female,No
3604-WLABM,10,Month-to-month,Female,No
0795-GMVQO,67,One year,Male,No
2259-OUUSZ,7,One year,Male,No
1142-IHLOO,51,One year,Female,No
6410-LEFEN,9,Month-to-month,Female,Yes
4633-MKHYU,9,Month-to-month,Female,No
6257-RJOHI,4,Month-to-month,Male,No
1545-JFUML,71,Two year,Male,No
3194-ORPIK,50,Month-to-month,Female,Yes
7826-VVKWT,24,Two year,Female,No
1353-GHZOS,22,One year,Male,No
2587-EKXTS,44,Month-to-month,Male,No
5442-BXVND,33,Month-to-month,Female,No
8816-VXNZD,1,Month-to-month,Female,Yes
9378-FXTIZ,54,One year,Female,Yes
1723-HKXJQ,42,Month-to-month,Male,Yes
7825-GKXMW,1,Month-to-month,Female,Yes
9753-OYLBX,1,Month-to-month,Female,No
2364-UFROM,30,One year,Male,No
6656-JWRQX,1,Month-to-month,Female,No
6473-ULUHT,16,Month-to-month,Male,No
1240-KNSEZ,1,Month-to-month,Male,Yes
0836-SEYLU,9,Month-to-month,Male,Yes
4433-JCGCG,46,Month-to-month,Male,Yes
3716-BDVDB,1,Month-to-month,Male,Yes
7688-AWMDX,71,Two year,Male,No
2842-BCQGE,43,Month-to-month,Male,No
7244-QWYHG,50,One year,Male,No
5899-MQZZL,13,Month-to-month,Female,Yes
6849-OYAMU,19,One year,Male,Yes
5312-UXESG,41,Month-to-month,Female,No
9488-HGMJH,1,Month-to-month,Female,Yes
6038-GCYEC,24,Month-to-month,Female,Yes
2150-WLKUW,40,One year,Female,No
7159-FVYPK,3,Month-to-month,Female,No
7032-LMBHI,37,One year,Female,No
1150-WFARN,67,Two year,Female,Yes
6088-BXMRG,32,Month-to-month,Female,No
3144-AUDBS,6,Month-to-month,Female,Yes
4821-SJHJV,32,Month-to-month,Female,No
7346-MEDWM,59,Month-to-month,Female,No
1137-DGOWI,30,One year,Female,No
5616-PRTNT,20,Month-to-month,Male,Yes
3812-LRZIR,27,Two year,Female,No
4818-QIUFN,20,Month-to-month,Female,Yes
9483-GCPWE,9,One year,Male,No
4227-OJHAL,68,One year,Female,No
9220-CXRSC,69,Two year,Female,No
4993-JCRGJ,26,Month-to-month,Male,No
9537-JALFH,69,Two year,Male,No
6698-OXETB,11,Two year,Male,No
2103-ZRXFN,1,Month-to-month,Male,No
3724-BSCVH,10,One year,Male,No
4877-TSOFF,55,One year,Female,No
9209-NWPGU,44,One year,Male,No
6961-VCPMC,46,Month-to-month,Male,Yes
7306-YDSOI,69,Two year,Male,No
5288-AHOUP,11,Month-to-month,Male,No
6688-UZPWD,11,Month-to-month,Female,Yes
0655-YDGFJ,29,Month-to-month,Male,No
8468-EHYJA,57,Month-to-month,Female,No
6823-SIDFQ,28,One year,Male,No
1097-FSPVW,42,Month-to-month,Female,No
2839-RFSQE,2,Month-to-month,Female,Yes
8328-SKJNO,23,One year,Male,No
7010-ZMVBF,18,Month-to-month,Female,No
5201-CBWYG,62,One year,Male,No
0968-GSIKN,1,Month-to-month,Female,Yes
1965-DDBWU,16,Month-to-month,Male,Yes
9057-SIHCH,3,Month-to-month,Female,Yes
6352-GIGGQ,67,One year,Male,No
3635-QQRQD,62,Two year,Male,No
6771-XWBDM,57,Month-to-month,Female,Yes
2897-DOVND,2,Month-to-month,Male,No
3082-YVEKW,23,Two year,Female,No
0191-EQUUH,25,Two year,Female,No
7134-HBPBS,72,Two year,Female,No
3489-HHPFY,2,Month-to-month,Female,No
2926-JEJJC,8,One year,Female,No
8601-QACRS,5,Month-to-month,Female,Yes
4950-BDEUX,35,Month-to-month,Male,No
5789-LDFXO,24,One year,Male,No
0508-OOLTO,2,Month-to-month,Female,No
2984-TBYKU,72,Two year,Male,No
9822-WMWVG,41,Month-to-month,Female,No
2391-SOORI,4,Month-to-month,Male,Yes
9040-KZVWO,26,One year,Male,No
2645-QTLMB,7,Month-to-month,Male,Yes
4806-HIPDW,1,Month-to-month,Female,Yes
1548-ARAGG,4,Month-to-month,Female,No
6339-RZCBJ,48,Two year,Male,No
4424-TKOPW,2,Month-to-month,Male,Yes
4415-WNGVR,12,One year,Female,No
2522-AHJXR,60,Month-to-month,Male,No
0412-UCCNP,55,Two year,Male,No
1816-FLZDK,1,Month-to-month,Male,No
7096-UCLNH,1,Month-to-month,Male,No
8443-ZRDBZ,4,Month-to-month,Male,Yes
9136-ALYBR,1,Month-to-month,Male,Yes
4615-PIVVU,42,Two year,Female,No
8885-QSQBX,1,Month-to-month,Female,No
7479-NITWS,7,Month-to-month,Male,Yes
8617-ENBDS,3,Month-to-month,Male,No
9385-NXKDA,72,Two year,Female,No
0430-IHCDJ,15,Month-to-month,Male,No
2959-MJHIC,4,Month-to-month,Male,Yes
6674-KVJHG,11,One year,Female,No
1814-DKOLC,5,Month-to-month,Female,No
4201-JMNGR,1,Month-to-month,Female,Yes
9351-HXDMR,72,Two year,Male,No
3537-HPKQT,55,Month-to-month,Female,No
2129-ALKBS,40,Month-to-month,Female,No
5821-MMEIL,57,Two year,Female,No
5960-WPXQM,1,Month-to-month,Male,Yes
0684-AOSIH,1,Month-to-month,Male,Yes
8260-NGFNY,1,Month-to-month,Female,Yes
1309-XGFSN,52,One year,Male,No
1866-RZZQS,41,Month-to-month,Male,Yes
6968-URWQU,43,One year,Male,No
4742-TXUEX,47,Two year,Female,No
9631-XEYKE,3,Month-to-month,Male,No
8631-NBHFZ,66,Two year,Male,Yes
1335-MXCSE,55,Two year,Male,No
8873-TMKGR,29,One year,Male,No
8800-JOOCF,12,Month-to-month,Female,No
1469-LBJQJ,66,Month-to-month,Female,No
4958-XCBDQ,35,Month-to-month,Male,Yes
8337-UPOAQ,10,Month-to-month,Male,Yes
0064-YIJGF,27,Month-to-month,Male,No
2386-OWURY,58,Month-to-month,Female,No
1725-IQNIY,54,Two year,Male,Yes
0310-VQXAM,9,Month-to-month,Male,No
6598-RFFVI,2,One year,Male,Yes
3453-RTHJQ,6,Month-to-month,Male,No
6712-OAWRH,26,Month-to-month,Female,Yes
6278-FEPBZ,9,Month-to-month,Female,No
4280-DLSHD,8,Month-to-month,Male,No
1508-DFXCU,12,Month-to-month,Male,No
8614-VGMMV,15,Month-to-month,Female,Yes
7868-BGSZA,43,One year,Male,No
2800-QQUSO,42,Month-to-month,Male,No
2930-UOTMB,31,Month-to-month,Female,Yes
7973-DZRKH,66,Two year,Female,No
5914-DVBWJ,18,Month-to-month,Female,Yes
7698-YFGEZ,1,Month-to-month,Male,No
2533-QVMSK,61,Two year,Male,Yes
9773-PEQBZ,10,Month-to-month,Male,No
8644-XLFBW,1,Month-to-month,Male,Yes
0650-BWOZN,18,Month-to-month,Female,No
8625-AZYZY,24,Month-to-month,Male,Yes
7785-RDVIG,3,Month-to-month,Female,No
9602-WCXPI,50,One year,Male,No
2903-YYTBW,1,Month-to-month,Male,No
3620-MWJNE,2,Month-to-month,Male,No
8573-JGCZW,17,One year,Male,No
6837-HAEVO,69,Two year,Male,No
6701-YVNQG,72,Two year,Male,No
9306-CPCBC,3,Month-to-month,Female,Yes
4304-XUMGI,50,Two year,Male,No
9504-YAZWB,53,Two year,Female,No
8819-ZBYNA,58,Two year,Female,No
6174-NRBTZ,46,One year,Male,No
9481-IEBZY,72,Month-to-month,Male,No
1833-VGRUM,1,Month-to-month,Female,Yes
6137-NICCO,6,Month-to-month,Female,No
9065-ZCPQX,72,Two year,Male,No
6402-EJMWF,4,Month-to-month,Male,No
3620-EHIMZ,52,Two year,Female,No
3213-VVOLG,0,Two year,Male,No
6870-ECSHE,2,One year,Female,No
8747-UDCOI,65,Two year,Female,No
8374-XGEJJ,43,Month-to-month,Male,Yes
2656-TABEH,4,Month-to-month,Male,Yes
6946-LMSQS,25,One year,Male,Yes
4626-OZDTJ,51,One year,Female,No
9169-BSVIN,12,Month-to-month,Male,No
2325-ZUSFD,57,One year,Female,Yes
8194-PEEBY,24,One year,Female,No
6872-HXFNF,64,One year,Female,No
3932-CMDTD,4,One year,Female,Yes
7714-YXSMB,26,Month-to-month,Female,No
8387-UGUSU,15,Month-to-month,Female,No
1080-BWSYE,64,Two year,Male,No
4039-HEUNW,36,Month-to-month,Male,Yes
1194-HVAIF,27,Month-to-month,Female,No
0812-WUPTB,1,Month-to-month,Male,Yes
3594-UVONA,35,One year,Female,Yes
0004-TLHLJ,4,Month-to-month,Male,Yes
1767-TGTKO,8,Month-to-month,Female,No
8439-LTUGF,10,Month-to-month,Male,No
8805-JNRAZ,2,Month-to-month,Female,No
5089-IFSDP,58,Two year,Female,Yes
6418-HNFED,51,Two year,Male,No
0206-OYVOC,46,Two year,Female,No
7291-CDTMJ,1,Month-to-month,Male,No
7128-GGCNO,46,Month-to-month,Male,No
0237-YFUTL,50,Month-to-month,Female,No
7691-KGKGP,53,Month-to-month,Male,No
6710-HSJRD,61,Month-to-month,Male,No
3675-EQOZA,5,Month-to-month,Male,No
0840-DCNZE,47,One year,Male,No
1732-FEKLD,54,One year,Female,No
9862-KJTYK,19,Month-to-month,Male,No
0479-HMSWA,26,Two year,Female,No
5854-KSRBJ,70,Two year,Male,No
0365-BZUWY,17,Month-to-month,Male,No
4817-VYYWS,30,Month-to-month,Female,Yes
5701-SVCWR,1,Month-to-month,Female,No
3129-AAQOU,19,Two year,Female,No
4922-CVPDX,26,Two year,Female,No
1396-QWFBJ,21,Month-to-month,Female,Yes
1357-BIJKI,50,One year,Male,No
1099-BTKWT,68,One year,Female,No
5299-SJCZT,3,Month-to-month,Male,Yes
2018-PZKMU,9,Month-to-month,Male,No
7340-KEFQE,51,Two year,Female,No
4570-QHXHL,9,Month-to-month,Female,No
2403-BCASL,41,One year,Male,Yes
7392-YYPYJ,22,Month-to-month,Male,No
2898-LSJGD,21,One year,Female,Yes
2223-GDSHL,71,Two year,Male,No
7359-PTSXY,1,Month-to-month,Male,Yes
9470-RTWDV,26,One year,Male,No
2176-OSJUV,71,Two year,Male,No
9348-YVOMK,4,Month-to-month,Male,No
8104-OSKWT,12,Month-to-month,Female,No
4521-YEEHE,18,Month-to-month,Female,No
4090-KPJIP,3,Month-to-month,Female,No
3786-WOVKF,72,One year,Female,No
4503-BDXBD,11,Month-to-month,Male,Yes
6086-ESGRL,1,Month-to-month,Female,Yes
2592-HODOV,13,One year,Male,No
3886-CERTZ,72,One year,Female,Yes
7995-ZHHNZ,42,One year,Male,No
3824-RHKVR,17,Month-to-month,Female,No
5816-SCGFC,7,Month-to-month,Female,No
5989-AXPUC,68,Two year,Female,No
4979-HPRFL,56,Two year,Male,No
8590-OHDIW,38,One year,Female,No
8015-IHCGW,72,Two year,Female,No
2332-TODQS,48,One year,Female,No
9278-VZKCD,52,Month-to-month,Female,No
8008-OTEZX,35,One year,Female,No
2773-OVBPK,67,Two year,Male,No
5999-LCXAO,1,Month-to-month,Female,No
5206-XZZQI,53,Month-to-month,Male,No
4803-LBYPN,34,Month-to-month,Male,No
5759-RCVCB,3,Month-to-month,Female,Yes
6372-RFVNS,1,Month-to-month,Female,Yes
2139-FQHLM,19,Month-to-month,Male,No
8261-GWDBQ,60,Two year,Female,No
1093-YSWCA,11,Two year,Male,No
8938-UMKPI,47,Month-to-month,Female,Yes
0991-BRRFB,18,Month-to-month,Male,Yes
3882-IYOIJ,60,Two year,Female,No
8749-TZYEC,72,Two year,Male,No
1755-FZQEC,39,One year,Male,No
3115-JPJDD,59,One year,Female,No
5600-KTXFM,2,Month-to-month,Male,No
3871-IKPYH,1,Month-to-month,Male,Yes
6319-IEJWJ,20,Month-to-month,Male,Yes
9025-AOMKI,6,Month-to-month,Female,Yes
6339-TBELP,71,Two year,Male,No
7964-YESJC,24,Month-to-month,Female,No
6173-GOLSU,67,Month-to-month,Male,No
5275-SQEIZ,1,Month-to-month,Male,Yes
7716-YTYHG,48,One year,Female,Yes
9938-ZREHM,37,One year,Female,No
7950-XWOVN,11,Month-to-month,Male,No
4390-KYULV,3,Month-to-month,Male,Yes
4647-MUZON,18,Month-to-month,Female,No
9702-AIUJO,50,One year,Male,No
8849-PRIQJ,67,One year,Female,No
8851-RAGOV,25,Month-to-month,Female,No
1304-NECVQ,2,Month-to-month,Female,Yes
5396-IZEPB,9,Month-to-month,Male,No
1729-VLAZJ,10,One year,Female,No
8285-ABVLB,70,Two year,Female,No
0701-TJSEF,9,Month-to-month,Male,No
5712-VBOXD,4,Month-to-month,Female,No
6629-LADHQ,2,Month-to-month,Female,No
8945-GRKHX,1,Month-to-month,Female,Yes
1559-DTODC,19,Month-to-month,Male,No
4797-MIWUM,7,Month-to-month,Male,No
6959-UWKHF,1,Month-to-month,Male,Yes
8720-RQSBJ,1,Month-to-month,Male,No
4537-CIBHB,9,One year,Female,No
3815-SLMEF,3,Month-to-month,Female,Yes
5154-VEKBL,9,Month-to-month,Female,Yes
4324-AHJKS,5,Month-to-month,Female,No
4355-CVPVS,56,One year,Female,No
4495-LHSSK,18,Month-to-month,Female,No
5655-JSMZM,49,Month-to-month,Male,Yes
5915-ANOEI,70,Two year,Male,No
9861-PDSZP,72,Two year,Female,No
4505-EXZHB,6,Month-to-month,Female,Yes
7225-CBZPL,17,Month-to-month,Male,No
6704-UTUKK,29,Month-to-month,Male,No
4587-VVTOX,6,Month-to-month,Female,Yes
2019-HDCZY,63,Two year,Male,No
4652-NNHNY,16,Month-to-month,Male,Yes
8788-DOXSU,59,One year,Male,No
7404-JLKQG,3,Month-to-month,Female,No
7421-ZLUPA,8,Month-to-month,Female,No
8972-HJWNV,7,Month-to-month,Female,Yes
3274-NSDWE,68,Two year,Female,No
2632-IVXVF,68,Two year,Female,No
3692-JHONH,52,One year,Female,No
8915-NNTRC,72,Two year,Male,No
5914-GXMDA,32,One year,Female,No
7463-IFMQU,72,Two year,Female,No
2920-RNCEZ,1,Month-to-month,Male,No
2541-YGPKE,42,One year,Male,No
8515-OCTJS,25,Two year,Female,Yes
5382-TEMLV,45,Month-to-month,Male,No
3441-CGZJH,43,One year,Female,No
9592-ERDKV,37,One year,Male,No
2860-RANUS,20,Month-to-month,Female,Yes
5261-QSHQM,4,Month-to-month,Female,Yes
4778-IZARL,63,Two year,Male,No
0432-CAJZV,3,Month-to-month,Male,No
7008-LZVOZ,66,Two year,Male,No
8868-WOZGU,28,Month-to-month,Male,Yes
1200-TUZHR,8,Month-to-month,Female,No
9365-CSLBQ,71,Two year,Male,No
1334-FJSVR,1,Month-to-month,Male,Yes
5884-FBCTL,72,Two year,Female,No
7130-CTCUS,16,Month-to-month,Male,No
6242-FEGFD,66,Two year,Male,No
7625-XCQRH,11,Month-to-month,Female,Yes
6194-HBGQN,51,One year,Male,No
7634-WSWDB,8,Month-to-month,Female,No
6986-IXNDM,14,Month-to-month,Male,No
1731-TVIUK,4,Month-to-month,Female,Yes
2987-BJXIK,70,Two year,Female,No
9769-TSBZE,70,Two year,Female,No
0406-BPDVR,54,One year,Female,Yes
0618-XWMSS,28,Month-to-month,Male,Yes
1395-WSWXR,24,Two year,Male,No
6023-GSSXW,69,Two year,Female,No
6752-APNJL,42,Month-to-month,Male,No
5276-KQWHG,2,Month-to-month,Female,Yes
0420-HLGXF,39,Month-to-month,Female,No
7446-KQISO,45,Two year,Male,No
9823-EALYC,72,Two year,Male,No
0582-AVCLN,38,Two year,Female,No
5803-NQJZO,72,Two year,Male,No
2565-JSLRY,1,Month-to-month,Male,Yes
2607-DHDAK,72,Two year,Male,No
1073-XXCZD,55,Two year,Male,No
0743-HRVFF,51,One year,Female,No
4006-HKYHO,63,Two year,Male,No
3727-JEZTU,1,Month-to-month,Female,No
8143-ETQTI,23,Two year,Female,No
6689-KXGBO,1,Month-to-month,Female,Yes
9667-TKTVZ,2,Month-to-month,Female,No
3657-COGMW,52,Month-to-month,Female,No
8570-KLJYJ,36,One year,Female,No
7754-IXRMC,1,Month-to-month,Female,No
9473-CBZOP,28,One year,Female,No
2969-WGHQO,7,One year,Female,No
6615-NGGZJ,14,Month-to-month,Male,Yes
4334-HOWRP,72,Two year,Male,No
4255-DDUOU,1,Month-to-month,Female,Yes
5863-OOKCL,10,Month-to-month,Female,No
1686-STUHN,42,One year,Male,No
1329-VHWNP,7,Month-to-month,Female,No
2984-MIIZL,4,Month-to-month,Male,Yes
0266-GMEAO,72,Two year,Male,No
5590-YRFJT,20,Month-to-month,Female,Yes
5574-NXZIU,63,Two year,Male,No
0019-GFNTW,56,Two year,Female,No
4256-ZWTZI,5,Month-to-month,Female,No
8309-PPCED,72,Two year,Female,No
4098-NAUKP,68,Month-to-month,Male,No
5196-WPYOW,67,One year,Male,No
4608-LCIMN,8,Month-to-month,Male,No
1485-YDHMM,52,Month-to-month,Male,No
4054-CUMIA,18,Month-to-month,Female,No
0603-TPMIB,59,Two year,Female,No
2525-GVKQU,60,Two year,Female,No
8161-QYMTT,7,Month-to-month,Male,No
9581-GVBXT,59,One year,Male,No
5862-BRIXZ,46,Two year,Male,No
5404-GGUKR,5,Month-to-month,Male,No
3308-JSGML,59,Two year,Male,No
2126-GSEGL,70,Two year,Female,No
3677-TNKIO,14,Month-to-month,Female,Yes
0440-QEXBZ,44,Month-to-month,Female,No
2434-EEVDB,64,Two year,Female,No
6762-QVYJO,58,Two year,Female,No
6199-IWKGC,46,One year,Female,No
2675-DHUTR,58,Month-to-month,Male,No
8152-VETUR,72,Two year,Female,No
9667-EQRXU,30,Month-to-month,Female,Yes
7446-YPODE,11,Month-to-month,Male,No
9522-BNTHX,34,Month-to-month,Female,No
4676-WLUHT,54,Two year,Male,No
3329-WDIOK,3,Month-to-month,Female,Yes
7980-MHFLQ,72,Two year,Female,No
2873-ZLIWT,40,Month-to-month,Female,Yes
3415-TAILE,2,Month-to-month,Female,Yes
0757-WCUUZ,54,Two year,Male,No
1629-DQQVB,14,Month-to-month,Female,No
1915-IOFGU,1,Month-to-month,Female,Yes
3045-XETSH,10,Month-to-month,Female,Yes
0374-AACSZ,1,Month-to-month,Female,No
7239-HZZCX,1,Month-to-month,Male,Yes
4872-VXRIL,56,One year,Male,No
9140-CZQZZ,68,Two year,Female,No
